regime,pred_col,series_name,mean_weekly,ann_mean,weekly_vol,ann_vol,sharpe,hit_rate,max_drawdown,n_weeks
other,pred_rf_b1,bottom_return,-0.002836910729284964,-0.14751935792281812,0.017277981695913585,0.12459329788228937,-1.1840071691672238,0.4411764705882353,-0.4767117468276564,204
other,pred_rf_b1,exclude_bottom_return,0.000580621868093378,0.030192337140855657,0.014337179116078947,0.10338686889706823,0.29203260977866624,0.5392156862745098,-0.28593462995172503,204
other,pred_rf_b1,equal_weight_return,-9.40602796791604e-05,-0.004891134543316341,0.014094802945781144,0.1016390694771496,-0.04812258286579415,0.49019607843137253,-0.3200537103772384,204
other,pred_rf_b1,long_short_return,0.005172075077934604,0.2689479040525994,0.018668032580115634,0.13461709735927846,1.9978732963971626,0.6421568627450981,-0.10805785876641458,204
other,pred_rf_b1,top_minus_equal_weight,0.0024292246283287994,0.12631968067309757,0.011655460693805565,0.08404872234134209,1.5029339786996754,0.5833333333333334,-0.084204324784924,204
other,pred_rf_b1,exclude_bottom_minus_equal_weight,0.0006746821477725379,0.035083471684171974,0.0024991308494114136,0.01802148884329345,1.9467576729781677,0.6078431372549019,-0.011370551767916154,204
stress,pred_rf_b1,top_return,0.00029709381043523466,0.015448878142632202,0.022515584536305644,0.16236218908538816,0.09515071353532598,0.5436893203883495,-0.2381952871493184,103
stress,pred_rf_b1,bottom_return,-0.0026424879744555312,-0.13740937467168762,0.02495759767840174,0.17997179628375698,-0.7635050463964794,0.5436893203883495,-0.3779184113135632,103
stress,pred_rf_b1,exclude_bottom_return,0.0006959165298629431,0.03618765955287304,0.017671883689408967,0.12743376555239952,0.2839723004025414,0.5728155339805825,-0.21633688972597712,103
stress,pred_rf_b1,equal_weight_return,3.557620273849673e-05,0.0018499625424018302,0.01754481071558323,0.12651742930669074,0.014622195159509112,0.5728155339805825,-0.24800697832616764,103
stress,pred_rf_b1,long_short_return,0.0029395817848907654,0.1528582528143198,0.02711586185395844,0.19553526058569037,0.781742650182175,0.5048543689320388,-0.17665830058784407,103
stress,pred_rf_b1,top_minus_equal_weight,0.0002615176076967379,0.01359891560023037,0.018042098112236473,0.1301034197212413,0.10452389052776101,0.4563106796116505,-0.1251151375509738,103
stress,pred_rf_b1,exclude_bottom_minus_equal_weight,0.0006603403271244466,0.03433769701047122,0.004027387911161154,0.029041907239750697,1.1823499306365108,0.5631067961165048,-0.02511167204094168,103
calm,pred_rf_b2,top_return,-0.0008527229504072294,-0.044341593421175926,0.016047693184443722,0.11572156125885166,-0.3831748633427998,0.5072463768115942,-0.3447525652178069,207
calm,pred_rf_b2,bottom_return,-0.0034654833385190736,-0.1802051336029918,0.015695056552547965,0.11317866234303751,-1.5922182668743798,0.40096618357487923,-0.5331514949966245,207
calm,pred_rf_b2,exclude_bottom_return,-0.001159772434287318,-0.06030816658294054,0.013092150410334291,0.09440883922109439,-0.6387978824917644,0.4975845410628019,-0.3082662317901317,207
calm,pred_rf_b2,equal_weight_return,-0.0016171246639536828,-0.08409048252559151,0.012874318915209532,0.09283803397092778,-0.9057762096935876,0.4927536231884058,-0.3279584675930492,207
calm,pred_rf_b2,long_short_return,0.0026127603881118443,0.1358635401818159,0.015013973054020652,0.10826729938941225,1.2548898970237208,0.5748792270531401,-0.14720416520940283,207
calm,pred_rf_b2,top_minus_equal_weight,0.0007644017135464534,0.039748889104415576,0.008554370176594217,0.061686440602020776,0.6443699574248647,0.5555555555555556,-0.1242658720325163,207
calm,pred_rf_b2,exclude_bottom_minus_equal_weight,0.0004573522296663646,0.02378231594265096,0.0022437328525022333,0.016179787696279764,1.4698781213377263,0.6038647342995169,-0.02519553486255678,207
other,pred_rf_b2,top_return,0.002652366788290396,0.13792307299110057,0.020461997282135824,0.147553560798291,0.9347322575267735,0.5735294117647058,-0.25904272713723514,204
other,pred_rf_b2,bottom_return,-0.0031444816686368427,-0.16351304676911582,0.016762683973065632,0.12087743315857312,-1.3527177281685916,0.44607843137254904,-0.4911826391442332,204
other,pred_rf_b2,exclude_bottom_return,0.0006578769299571595,0.0342096003577723,0.01457688171389999,0.10511538891167961,0.32544806913587115,0.5343137254901961,-0.28941120895509354,204
other,pred_rf_b2,equal_weight_return,-9.40602796791604e-05,-0.004891134543316341,0.014094802945781144,0.1016390694771496,-0.04812258286579415,0.49019607843137253,-0.3200537103772384,204
other,pred_rf_b2,long_short_return,0.0057968484569272385,0.3014361197602164,0.019468035858034013,0.14038600303742643,2.1471949712811083,0.6568627450980392,-0.12563760652750675,204
