pred_col,series_name,mean_weekly,ann_mean,weekly_vol,ann_vol,sharpe,hit_rate,max_drawdown,n_weeks
pred_rf_b3,equal_weight_return,-0.000681456719087346,-0.03543574939254199,0.014386413061208884,0.10374189992438697,-0.34157605960918,0.5077821011673151,-0.3498398058033669,514
pred_rf_b3,long_short_return,0.0038042592975855278,0.19782148347444745,0.01920390433196911,0.13848132351603928,1.4285065917320987,0.6303501945525292,-0.2018514776558785,514
pred_rf_b3,top_minus_equal_weight,0.0015094725151324126,0.07849257078688546,0.011881004977141053,0.08567514529824985,0.9161650151119017,0.5642023346303502,-0.1450083945698344,514
pred_rf_b3,exclude_bottom_minus_equal_weight,0.0005665182633845218,0.02945894969599513,0.00279090802484934,0.02012552397739644,1.4637606319756609,0.622568093385214,-0.029266874201108108,514
pred_xgb_b1,top_return,0.0013852621092940184,0.07203362968328895,0.01917934880219753,0.13830425107266406,0.520834530570163,0.5486381322957199,-0.2708310075336597,514
pred_xgb_b1,bottom_return,-0.003031400510595873,-0.1576328265509854,0.018236283626002943,0.13150371137491595,-1.1986948877935129,0.4280155642023346,-0.7945408092314746,514
pred_xgb_b1,exclude_bottom_return,-0.00010150388725711471,-0.005278202137369965,0.014522045428121202,0.10471995883141678,-0.05040301959884331,0.5252918287937743,-0.30797210960972476,514
pred_xgb_b1,equal_weight_return,-0.000681456719087346,-0.03543574939254199,0.014386413061208884,0.10374189992438697,-0.34157605960918,0.5077821011673151,-0.3498398058033669,514
pred_xgb_b1,long_short_return,0.004416662619889891,0.22966645623427434,0.019139253667888552,0.1380151209473688,1.6640673475325662,0.6011673151750972,-0.16434633171517124,514
pred_xgb_b1,top_minus_equal_weight,0.002066718828381364,0.10746937907583093,0.011700480046205084,0.08437336150827139,1.2737358942999486,0.5992217898832685,-0.1063287344437031,514
pred_xgb_b1,exclude_bottom_minus_equal_weight,0.0005799528318302312,0.030157547255172022,0.002623354553466807,0.018917278712493022,1.5941799935133323,0.5953307392996109,-0.02122365101139711,514
pred_xgb_b2,top_return,0.0014285978875449529,0.07428709015233755,0.01984591148831921,0.14311090295890952,0.5190875650729917,0.5369649805447471,-0.30389914965524734,514
pred_xgb_b2,bottom_return,-0.0035054116568440587,-0.18228140615589106,0.017212552323298724,0.12412147996652073,-1.4685726129357932,0.4280155642023346,-0.8393685064679818,514
pred_xgb_b2,exclude_bottom_return,1.4876587184107351e-05,0.0007735825335735823,0.014753757174933522,0.10639085599993509,0.007271137414046694,0.5291828793774319,-0.30788461916274185,514
pred_xgb_b2,equal_weight_return,-0.000681456719087346,-0.03543574939254199,0.014386413061208884,0.10374189992438697,-0.34157605960918,0.5077821011673151,-0.3498398058033669,514
pred_xgb_b2,long_short_return,0.004934009544389011,0.2565684963082286,0.018919984291027318,0.13643394698454436,1.8805326825096789,0.6108949416342413,-0.18723168243577082,514
pred_xgb_b2,top_minus_equal_weight,0.0021100546066322987,0.10972283954487953,0.011715545554050409,0.08448200043032583,1.298771797376772,0.5583657587548638,-0.1211365778812883,514
pred_xgb_b2,exclude_bottom_minus_equal_weight,0.0006963333062714534,0.03620933192611558,0.0025408938404391738,0.018322646054428113,1.9762064834169906,0.6361867704280155,-0.02374206692522143,514
pred_xgb_b3,top_return,0.0007033727042741507,0.036575380622255835,0.01969151597142961,0.14199754105321508,0.2575775633223734,0.5214007782101168,-0.3176876692818589,514
pred_xgb_b3,bottom_return,-0.003266127717842353,-0.16983864132780235,0.017323498119349825,0.12492152147943955,-1.3595627023783532,0.4143968871595331,-0.8155112751176348,514
pred_xgb_b3,exclude_bottom_return,-4.383498033759207e-05,-0.0022794189775547876,0.014750199870749105,0.10636520391465641,-0.02143011900192201,0.5233463035019456,-0.30499199082541384,514
pred_xgb_b3,equal_weight_return,-0.000681456719087346,-0.03543574939254199,0.014386413061208884,0.10374189992438697,-0.34157605960918,0.5077821011673151,-0.3498398058033669,514
pred_xgb_b3,long_short_return,0.003969500422116504,0.2064140219500582,0.018691424621614352,0.1347857797694013,1.5314228422553355,0.5953307392996109,-0.19127883764831882,514
pred_xgb_b3,top_minus_equal_weight,0.0013848294233614969,0.07201113001479784,0.011484788947884067,0.08281799087895625,0.869510709575733,0.5603112840466926,-0.13434341297968302,514
pred_xgb_b3,exclude_bottom_minus_equal_weight,0.000637621738749754,0.03315633041498721,0.0025744428109895313,0.018564571121544804,1.7860003443068058,0.6342412451361867,-0.022303223144642243,514
