pred_col,date,regime,top_return,bottom_return,equal_weight_return,exclude_bottom_return,long_short_return,top_minus_equal_weight,exclude_bottom_minus_equal_weight,n_top,n_bottom,n_total
pred_fe_b3,2023-04-10,stress,0.0037417638510551933,-0.00522490152741457,0.0005980083586131309,0.002018230282034522,0.008966665378469763,0.0031437554924420626,0.001420221923421391,41,40,204
pred_fe_b3,2023-04-17,stress,0.011696216266580513,0.02724355564903646,0.016173681091384194,0.013406212451971128,-0.015547339382455946,-0.004477464824803681,-0.0027674686394130663,41,40,200
pred_fe_b3,2023-04-24,stress,0.0092446590935699,0.020959810793793505,0.013781181431474061,0.012019554594095056,-0.011715151700223605,-0.004536522337904161,-0.0017616268373790052,41,40,203
pred_fe_b3,2023-05-04,stress,0.0076240039764429455,0.016956097595331173,0.010526597458553987,0.008929206120224251,-0.009332093618888228,-0.0029025934821110414,-0.0015973913383297358,41,40,201
pred_fe_b3,2023-05-08,stress,0.005311821066936345,0.002414238611946192,0.006818450792174303,0.007912664998442157,0.002897582454990153,-0.001506629725237958,0.001094214206267854,41,40,201
pred_fe_b3,2023-05-15,stress,0.003954558683073254,0.008668115635626425,0.007841580057994655,0.0076362296039246495,-0.004713556952553172,-0.0038870213749214013,-0.00020535045407000553,41,40,201
pred_fe_b3,2023-05-22,stress,0.02706269319814975,0.022570550096670874,0.019131997388620137,0.018272359211607456,0.0044921431014788744,0.007930695809529612,-0.0008596381770126817,41,40,200
pred_fe_b3,2023-05-29,stress,0.004416434790846773,0.013005944784845297,0.0036468555579554844,0.0013070832512330302,-0.008589509993998524,0.0007695792328912886,-0.0023397723067224542,41,40,200
pred_fe_b3,2023-06-05,stress,0.01925206583447853,0.00039739226172067486,0.008706921848725808,0.010746070213635045,0.018854673572757854,0.010545143985752722,0.0020391483649092376,41,40,203
pred_fe_b3,2023-06-12,stress,-0.011954475837737077,-0.014185753618183755,-0.010476536081844066,-0.009560679900031796,0.002231277780446678,-0.0014779397558930107,0.0009158561818122697,41,40,202
pred_fe_b3,2023-06-19,stress,0.02671437750653466,0.007492672005877523,0.010605759134290396,0.01136457412184103,0.019221705500657136,0.01610861837224426,0.0007588149875506333,40,39,199
pred_fe_b3,2023-06-26,stress,0.0027259133760873144,-0.006318687041131516,-0.001097485333065296,0.00020781509395125859,0.00904460041721883,0.0038233987091526103,0.0013053004270165546,41,40,200
pred_fe_b3,2023-07-03,stress,-0.0019312245023614671,0.005891046582147423,0.005491725515264975,0.005392515312312816,-0.00782227108450889,-0.007422950017626442,-9.921020295215917e-05,41,40,201
pred_fe_b3,2023-07-10,stress,-0.0049742287788071635,0.011107325669289958,0.0037569352927553095,0.001965277638474988,-0.01608155444809712,-0.008731164071562473,-0.0017916576542803216,40,39,199
pred_fe_b3,2023-07-17,stress,5.5358933801843536e-05,0.010303783633863575,0.004419422977665258,0.0029574700196035634,-0.010248424700061732,-0.004364064043863415,-0.0014619529580616945,41,40,201
pred_fe_b3,2023-07-24,stress,-0.02928989752075214,-0.00920834516548404,-0.012870997426018225,-0.013780973142921128,-0.020081552355268102,-0.016418900094733915,-0.0009099757169029037,41,40,201
pred_fe_b3,2023-07-31,stress,-0.004706227934865308,0.0022061709637206674,-0.004470265200681305,-0.006129007104880553,-0.006912398898585975,-0.0002359627341840028,-0.0016587419041992476,41,40,201
pred_fe_b3,2023-08-07,stress,0.0028036690708485973,0.007301457392149072,0.004920335825633577,0.0043324045746420976,-0.004497788321300475,-0.0021166667547849794,-0.0005879312509914792,41,40,202
pred_fe_b3,2023-08-14,stress,-0.01495716140985618,-0.03398200331044163,-0.018769775949000485,-0.014990340579698341,0.019024841900585447,0.0038126145391443045,0.003779435369302144,41,40,201
pred_fe_b3,2023-08-21,stress,0.017934933324879714,0.017157229011746218,0.015252973591967216,0.014782935861768601,0.0007777043131334954,0.0026819597329124974,-0.00047003773019861465,40,39,197
pred_fe_b3,2023-08-28,stress,-0.002254574439152497,0.027119430785814053,0.009260093965918023,0.0048229916504159065,-0.02937400522496655,-0.011514668405070521,-0.004437102315502117,41,40,201
pred_fe_b3,2023-09-05,stress,0.002241361264187492,0.008706549716851163,0.0075651926905354674,0.007285237193514638,-0.006465188452663671,-0.005323831426347975,-0.00027995549702082914,40,39,198
pred_fe_b3,2023-09-11,stress,0.00853496877596682,-0.007200543844105725,0.0020634678254914367,0.004379470742890726,0.015735512620072546,0.006471500950475384,0.0023160029173992895,41,40,200
pred_fe_b3,2023-09-18,stress,0.0066724627581206146,-0.02212520329542286,-0.006508689114531441,-0.002678223372048641,0.028797666053543475,0.013181151872652057,0.0038304657424828004,40,39,198
